.hist	.hist	.	.h	.hi	.his	.hist	t	st	ist	hist	.hist	1	0	0	1100	110001	11000111	11000111	11000111	11000111	B-API
method	method	m	me	met	meth	metho	d	od	hod	thod	ethod	0	0	0	1110	111011	11101101	1110110110	11101101100	11101101100	O
will	will	w	wi	wil	will	-	l	ll	ill	will	-	0	0	0	0111	011111	01111101	0111110111	01111101110	01111101110	O
work	work	w	wo	wor	work	-	k	rk	ork	work	-	0	0	0	0101	010111	01011110	0101111010	0101111010	0101111010	O
.	.	.	-	-	-	-	.	-	-	-	-	1	0	0	0011	001111	00111110	00111110	00111110	00111110	O

#CODE	#code	#	#c	#co	#cod	#code	e	de	ode	code	#code	0	0	0	0110	011010	011010	011010	011010	011010	O

sorry	sorry	s	so	sor	sorr	sorry	y	ry	rry	orry	sorry	0	0	0	0110	011011	01101101	0110110111	01101101110	01101101110	O
,	,	,	-	-	-	-	,	-	-	-	-	0	0	0	0011	001110	001110	001110	001110	001110	O
my	my	m	my	-	-	-	y	my	-	-	-	0	0	0	1001	10011	10011	10011	10011	10011	O
other	other	o	ot	oth	othe	other	r	er	her	ther	other	0	0	0	1111	111111	11111111	1111111111	11111111110	11111111110	O
question	question	q	qu	que	ques	quest	n	on	ion	tion	stion	0	0	0	1110	111011	11101111	1110111111	111011111111	1110111111111	O
is	is	i	is	-	-	-	s	is	-	-	-	0	0	0	0111	011111	01111110	0111111001	0111111001	0111111001	O
:	:	:	-	-	-	-	:	-	-	-	-	0	0	0	0010	00101	00101	00101	00101	00101	O
my	my	m	my	-	-	-	y	my	-	-	-	0	0	0	1001	10011	10011	10011	10011	10011	O
dtype	dtype	d	dt	dty	dtyp	dtype	e	pe	ype	type	dtype	0	0	0	1110	111000	11100011	1110001101	111000110101	111000110101	B-API
shows	shows	s	sh	sho	show	shows	s	ws	ows	hows	shows	0	0	0	0111	011111	01111110	0111111011	011111101101	0111111011010	O
as	as	a	as	-	-	-	s	as	-	-	-	0	0	0	0001	000111	0001110	0001110	0001110	0001110	O
:	:	:	-	-	-	-	:	-	-	-	-	0	0	0	0010	00101	00101	00101	00101	00101	O
dtype	dtype	d	dt	dty	dtyp	dtype	e	pe	ype	type	dtype	0	0	0	1110	111000	11100011	1110001101	111000110101	111000110101	B-API
(	(	(	-	-	-	-	(	-	-	-	-	0	0	0	1101	110111	1101110	1101110	1101110	1101110	O
'	'	'	-	-	-	-	'	-	-	-	-	0	0	0	1101	110101	1101011	1101011	1101011	1101011	O
<	<	<	-	-	-	-	<	-	-	-	-	0	0	0	1101	110111	11011110	1101111011	110111101111	110111101111	O
m	m	m	-	-	-	-	m	-	-	-	-	0	0	0	1100	110000	11000011	1100001100	1100001100	1100001100	O
8[	8[	8	8[	-	-	-	[	8[	-	-	-	0	0	0	1101	110111	11011110	110111100	110111100	110111100	O
ns	ns	n	ns	-	-	-	s	ns	-	-	-	0	0	0	1100	110010	11001010	11001010	11001010	11001010	O
]')	]')	]	]'	]')	-	-	)	')	]')	-	-	0	0	0	1101	110110	11011011	1101101111	1101101111	1101101111	O
,	,	,	-	-	-	-	,	-	-	-	-	0	0	0	0011	001110	001110	001110	001110	001110	O
is	is	i	is	-	-	-	s	is	-	-	-	0	0	0	0111	011111	01111110	0111111001	0111111001	0111111001	O
this	this	t	th	thi	this	-	s	is	his	this	-	0	0	0	0110	011000	0110000	0110000	0110000	0110000	O
timedelta64	timedelta64	t	ti	tim	time	timed	4	64	a64	ta64	lta64	0	0	0	1100	110000	11000010	110000101	110000101	110000101	O
?	?	?	-	-	-	-	?	-	-	-	-	0	0	0	0011	001111	00111111	00111111	00111111	00111111	O

No	no	n	no	-	-	-	o	no	-	-	-	0	0	0	1011	101111	10111111	101111111	101111111	101111111	O
,	,	,	-	-	-	-	,	-	-	-	-	0	0	0	0011	001110	001110	001110	001110	001110	O
as	as	a	as	-	-	-	s	as	-	-	-	0	0	0	0001	000111	0001110	0001110	0001110	0001110	O
I	i	i	-	-	-	-	i	-	-	-	-	0	0	0	0111	011101	0111010	0111010	0111010	0111010	O
said	said	s	sa	sai	said	-	d	id	aid	said	-	0	0	0	0101	010110	01011010	0101101000	01011010000	01011010000	O
,	,	,	-	-	-	-	,	-	-	-	-	0	0	0	0011	001110	001110	001110	001110	001110	O
you	you	y	yo	you	-	-	u	ou	you	-	-	0	0	0	0111	011100	0111000	0111000	0111000	0111000	O
have	have	h	ha	hav	have	-	e	ve	ave	have	-	0	0	0	0100	010001	0100010	0100010	0100010	0100010	O
a	a	a	-	-	-	-	a	-	-	-	-	0	0	0	1010	1010	1010	1010	1010	1010	O
date	date	d	da	dat	date	-	e	te	ate	date	-	0	0	0	1110	111000	11100000	1110000011	111000001111	111000001111	O
.	.	.	-	-	-	-	.	-	-	-	-	1	0	0	0011	001111	00111110	00111110	00111110	00111110	O

Look	look	l	lo	loo	look	-	k	ok	ook	look	-	0	0	0	0101	010111	01011101	0101110110	0101110110	0101110110	O
at	at	a	at	-	-	-	t	at	-	-	-	0	0	0	0001	000100	00010010	00010010	00010010	00010010	O
my	my	m	my	-	-	-	y	my	-	-	-	0	0	0	1001	10011	10011	10011	10011	10011	O
output	output	o	ou	out	outp	outpu	t	ut	put	tput	utput	0	0	0	1110	111011	11101101	1110110101	11101101010	11101101010	O
above	above	a	ab	abo	abov	above	e	ve	ove	bove	above	0	0	0	0101	010111	01011111	0101111101	010111110101	0101111101010	O
,	,	,	-	-	-	-	,	-	-	-	-	0	0	0	0011	001110	001110	001110	001110	001110	O
a	a	a	-	-	-	-	a	-	-	-	-	0	0	0	1010	1010	1010	1010	1010	1010	O
duration	duration	d	du	dur	dura	durat	n	on	ion	tion	ation	0	0	0	1110	111000	11100000	1110000011	111000001110	111000001110	O
dtype	dtype	d	dt	dty	dtyp	dtype	e	pe	ype	type	dtype	0	0	0	1110	111000	11100011	1110001101	111000110101	111000110101	B-API
will	will	w	wi	wil	will	-	l	ll	ill	will	-	0	0	0	0111	011111	01111101	0111110111	01111101110	01111101110	O
show	show	s	sh	sho	show	-	w	ow	how	show	-	0	0	0	0100	010010	01001010	0100101011	01001010110	01001010110	O
as	as	a	as	-	-	-	s	as	-	-	-	0	0	0	0001	000111	0001110	0001110	0001110	0001110	O
dtype	dtype	d	dt	dty	dtyp	dtype	e	pe	ype	type	dtype	0	0	0	1110	111000	11100011	1110001101	111000110101	111000110101	B-API
:	:	:	-	-	-	-	:	-	-	-	-	0	0	0	0010	00101	00101	00101	00101	00101	O
timedelta64	timedelta64	t	ti	tim	time	timed	4	64	a64	ta64	lta64	0	0	0	1100	110000	11000010	110000101	110000101	110000101	O
[	[	[	-	-	-	-	[	-	-	-	-	0	0	0	1101	110111	11011110	110111100	110111100	110111100	O
ns	ns	n	ns	-	-	-	s	ns	-	-	-	0	0	0	1100	110010	11001010	11001010	11001010	11001010	O
]	]	]	-	-	-	-	]	-	-	-	-	0	0	0	1101	110110	11011011	110110110	110110110	110110110	O
(	(	(	-	-	-	-	(	-	-	-	-	0	0	0	1101	110111	1101110	1101110	1101110	1101110	O
if	if	i	if	-	-	-	f	if	-	-	-	0	0	0	0110	011011	01101110	0110111000	0110111000	0110111000	O
the	the	t	th	the	-	-	e	he	the	-	-	0	0	0	1000	1000	1000	1000	1000	1000	O
base	base	b	ba	bas	base	-	e	se	ase	base	-	0	0	0	1111	111111	11111111	1111111100	111111110011	111111110011	O
is	is	i	is	-	-	-	s	is	-	-	-	0	0	0	0111	011111	01111110	0111111001	0111111001	0111111001	O
nanosecond	nanosecond	n	na	nan	nano	nanos	d	nd	ond	cond	econd	0	0	0	1111	111111	11111111	1111111110	111111111010	111111111010	O
)	)	)	-	-	-	-	)	-	-	-	-	0	0	0	1101	110110	1101100	1101100	1101100	1101100	O
or	or	o	or	-	-	-	r	or	-	-	-	0	0	0	0011	001101	001101	001101	001101	001101	O
something	something	s	so	som	some	somet	g	ng	ing	hing	thing	0	0	0	0110	011000	01100011	011000110	011000110	011000110	O
similar	similar	s	si	sim	simi	simil	r	ar	lar	ilar	milar	0	0	0	1111	111101	11110111	1111011111	11110111111	11110111111	O
.	.	.	-	-	-	-	.	-	-	-	-	1	0	0	0011	001111	00111110	00111110	00111110	00111110	O

You	you	y	yo	you	-	-	u	ou	you	-	-	0	0	0	0111	011100	0111000	0111000	0111000	0111000	O
said	said	s	sa	sai	said	-	d	id	aid	said	-	0	0	0	0101	010110	01011010	0101101000	01011010000	01011010000	O
you	you	y	yo	you	-	-	u	ou	you	-	-	0	0	0	0111	011100	0111000	0111000	0111000	0111000	O
subtracted	subtracted	s	su	sub	subt	subtr	d	ed	ted	cted	acted	0	0	0	0101	010110	01011010	0101101001	010110100111	0101101001110	O
your	your	y	yo	you	your	-	r	ur	our	your	-	0	0	0	1001	10010	10010	10010	10010	10010	O
dates	dates	d	da	dat	date	dates	s	es	tes	ates	dates	0	0	0	1110	111010	11101011	1110101111	11101011111	11101011111	O
.	.	.	-	-	-	-	.	-	-	-	-	1	0	0	0011	001111	00111110	00111110	00111110	00111110	O

Did	did	d	di	did	-	-	d	id	did	-	-	0	0	0	0100	010001	01000110	0100011010	0100011010	0100011010	O
you	you	y	yo	you	-	-	u	ou	you	-	-	0	0	0	0111	011100	0111000	0111000	0111000	0111000	O
actually	actually	a	ac	act	actu	actua	y	ly	lly	ally	ually	0	0	0	0101	010101	01010111	0101011111	010101111110	010101111110	O
assign	assign	a	as	ass	assi	assig	n	gn	ign	sign	ssign	0	0	0	0100	010011	01001101	0100110100	010011010011	010011010011	O
that	that	t	th	tha	that	-	t	at	hat	that	-	0	0	0	0110	011001	01100111	011001110	011001110	011001110	O
result	result	r	re	res	resu	resul	t	lt	ult	sult	esult	0	0	0	1110	111011	11101101	1110110101	111011010111	111011010111	O
to	to	t	to	-	-	-	o	to	-	-	-	0	0	0	0111	011110	011110	011110	011110	011110	O
a	a	a	-	-	-	-	a	-	-	-	-	0	0	0	1010	1010	1010	1010	1010	1010	O
column	column	c	co	col	colu	colum	n	mn	umn	lumn	olumn	0	0	0	1110	111000	11100001	111000010	111000010	111000010	O
?	?	?	-	-	-	-	?	-	-	-	-	0	0	0	0011	001111	00111111	00111111	00111111	00111111	O

Are	are	a	ar	are	-	-	e	re	are	-	-	0	0	0	0111	011111	01111111	0111111110	0111111110	0111111110	O
you	you	y	yo	you	-	-	u	ou	you	-	-	0	0	0	0111	011100	0111000	0111000	0111000	0111000	O
referencing	referencing	r	re	ref	refe	refer	g	ng	ing	cing	ncing	0	0	0	0101	010110	01011001	0101100101	01011001010	01011001010	O
to	to	t	to	-	-	-	o	to	-	-	-	0	0	0	0111	011110	011110	011110	011110	011110	O
the	the	t	th	the	-	-	e	he	the	-	-	0	0	0	1000	1000	1000	1000	1000	1000	O
right	right	r	ri	rig	righ	right	t	ht	ght	ight	right	0	0	0	1111	111101	11110110	1111011000	1111011000	1111011000	O
column	column	c	co	col	colu	colum	n	mn	umn	lumn	olumn	0	0	0	1110	111000	11100001	111000010	111000010	111000010	O
?	?	?	-	-	-	-	?	-	-	-	-	0	0	0	0011	001111	00111111	00111111	00111111	00111111	O

I	i	i	-	-	-	-	i	-	-	-	-	0	0	0	0111	011101	0111010	0111010	0111010	0111010	O
did	did	d	di	did	-	-	d	id	did	-	-	0	0	0	0100	010001	01000110	0100011010	0100011010	0100011010	O
this	this	t	th	thi	this	-	s	is	his	this	-	0	0	0	0110	011000	0110000	0110000	0110000	0110000	O
command	command	c	co	com	comm	comma	d	nd	and	mand	mmand	0	0	0	1110	111011	11101101	1110110111	111011011111	1110110111111	O
:	:	:	-	-	-	-	:	-	-	-	-	0	0	0	0010	00101	00101	00101	00101	00101	O
df['Duration	df['duration	d	df	df[	df['	df['d	n	on	ion	tion	ation	0	0	0	1100	110000	11000000	11000000	11000000	11000000	O
']	']	'	']	-	-	-	]	']	-	-	-	0	0	0	1101	110110	11011010	110110100	110110100	110110100	O
=	=	=	-	-	-	-	=	-	-	-	-	0	0	0	1101	110111	11011110	1101111010	1101111010	1101111010	O
pd.to_datetime(df['End	pd.to_datetime(df['end	p	pd	pd.	pd.t	pd.to	d	nd	end	'end	['end	1	0	1	1100	110000	11000011	1100001110	11000011100	11000011100	O
Time'])-pd.to_datetime(df['Start	time'])-pd.to_datetime(df['start	t	ti	tim	time	time'	t	rt	art	tart	start	1	0	1	1011	101110	10111000	10111000	10111000	10111000	O
Time	time	t	ti	tim	time	-	e	me	ime	time	-	0	0	0	1110	111000	11100000	111000000	111000000	111000000	O
'])	'])	'	']	'])	-	-	)	])	'])	-	-	0	0	0	1101	110110	11011010	110110100	110110100	110110100	O
to	to	t	to	-	-	-	o	to	-	-	-	0	0	0	0111	011110	011110	011110	011110	011110	O
add	add	a	ad	add	-	-	d	dd	add	-	-	0	0	0	0100	010011	01001101	0100110100	010011010010	010011010010	O
the	the	t	th	the	-	-	e	he	the	-	-	0	0	0	1000	1000	1000	1000	1000	1000	O
column	column	c	co	col	colu	colum	n	mn	umn	lumn	olumn	0	0	0	1110	111000	11100001	111000010	111000010	111000010	O
'	'	'	-	-	-	-	'	-	-	-	-	0	0	0	1101	110101	1101011	1101011	1101011	1101011	O
Duration	duration	d	du	dur	dura	durat	n	on	ion	tion	ation	0	0	0	1110	111000	11100000	1110000011	111000001110	111000001110	O
'	'	'	-	-	-	-	'	-	-	-	-	0	0	0	1101	110101	1101011	1101011	1101011	1101011	O
to	to	t	to	-	-	-	o	to	-	-	-	0	0	0	0111	011110	011110	011110	011110	011110	O
my	my	m	my	-	-	-	y	my	-	-	-	0	0	0	1001	10011	10011	10011	10011	10011	O
data	data	d	da	dat	data	-	a	ta	ata	data	-	0	0	0	1110	111001	11100100	11100100	11100100	11100100	O
frame	frame	f	fr	fra	fram	frame	e	me	ame	rame	frame	0	0	0	1110	111011	11101100	111011000	111011000	111011000	O
'	'	'	-	-	-	-	'	-	-	-	-	0	0	0	1101	110101	1101011	1101011	1101011	1101011	O
df	df	d	df	-	-	-	f	df	-	-	-	0	0	0	1100	110000	11000010	110000101	110000101	110000101	O
'	'	'	-	-	-	-	'	-	-	-	-	0	0	0	1101	110101	1101011	1101011	1101011	1101011	O
where	where	w	wh	whe	wher	where	e	re	ere	here	where	0	0	0	0110	011011	01101110	0110111010	01101110100	01101110100	O
the	the	t	th	the	-	-	e	he	the	-	-	0	0	0	1000	1000	1000	1000	1000	1000	O
'	'	'	-	-	-	-	'	-	-	-	-	0	0	0	1101	110101	1101011	1101011	1101011	1101011	O
End	end	e	en	end	-	-	d	nd	end	-	-	0	0	0	1111	111110	11111011	1111101101	1111101101	1111101101	O
Time	time	t	ti	tim	time	-	e	me	ime	time	-	0	0	0	1110	111000	11100000	111000000	111000000	111000000	O
'	'	'	-	-	-	-	'	-	-	-	-	0	0	0	1101	110101	1101011	1101011	1101011	1101011	O
and	and	a	an	and	-	-	d	nd	and	-	-	0	0	0	0011	001100	001100	001100	001100	001100	O
'	'	'	-	-	-	-	'	-	-	-	-	0	0	0	1101	110101	1101011	1101011	1101011	1101011	O
Start	start	s	st	sta	star	start	t	rt	art	tart	start	0	0	0	0101	010111	01011110	0101111001	010111100110	0101111001100	O
Time	time	t	ti	tim	time	-	e	me	ime	time	-	0	0	0	1110	111000	11100000	111000000	111000000	111000000	O
'	'	'	-	-	-	-	'	-	-	-	-	0	0	0	1101	110101	1101011	1101011	1101011	1101011	O
columns	columns	c	co	col	colu	colum	s	ns	mns	umns	lumns	0	0	0	1110	111010	11101010	1110101011	11101010110	11101010110	O
are	are	a	ar	are	-	-	e	re	are	-	-	0	0	0	0111	011111	01111111	0111111110	0111111110	0111111110	O
of	of	o	of	-	-	-	f	of	-	-	-	0	0	0	0000	0000	0000	0000	0000	0000	O
the	the	t	th	the	-	-	e	he	the	-	-	0	0	0	1000	1000	1000	1000	1000	1000	O
format	format	f	fo	for	form	forma	t	at	mat	rmat	ormat	0	0	0	1110	111011	11101101	1110110111	111011011111	1110110111110	O
:	:	:	-	-	-	-	:	-	-	-	-	0	0	0	0010	00101	00101	00101	00101	00101	O
2014	2014	2	20	201	2014	-	4	14	014	2014	-	0	0	0	1101	110111	11011111	1101111110	1101111110	1101111110	O
/	/	/	-	-	-	-	/	-	-	-	-	0	0	0	1101	110111	11011111	110111110	110111110	110111110	O
03	03	0	03	-	-	-	3	03	-	-	-	0	0	0	1101	110111	11011111	1101111110	1101111110	1101111110	O
/	/	/	-	-	-	-	/	-	-	-	-	0	0	0	1101	110111	11011111	110111110	110111110	110111110	O
27	27	2	27	-	-	-	7	27	-	-	-	0	0	0	1100	110010	11001000	11001000	11001000	11001000	O
23:13	23:13	2	23	23:	23:1	23:13	3	13	:13	3:13	23:13	0	0	0	null	null	null	null	null	null	O
for	for	f	fo	for	-	-	r	or	for	-	-	0	0	0	0001	000110	000110	000110	000110	000110	O
example-I	example-i	e	ex	exa	exam	examp	i	-i	e-i	le-i	ple-i	0	0	0	null	null	null	null	null	null	O
have	have	h	ha	hav	have	-	e	ve	ave	have	-	0	0	0	0100	010001	0100010	0100010	0100010	0100010	O
checked	checked	c	ch	che	chec	check	d	ed	ked	cked	ecked	0	0	0	0100	010001	01000111	0100011110	010001111011	010001111011	O
and	and	a	an	and	-	-	d	nd	and	-	-	0	0	0	0011	001100	001100	001100	001100	001100	O
the	the	t	th	the	-	-	e	he	the	-	-	0	0	0	1000	1000	1000	1000	1000	1000	O
result	result	r	re	res	resu	resul	t	lt	ult	sult	esult	0	0	0	1110	111011	11101101	1110110101	111011010111	111011010111	O
of	of	o	of	-	-	-	f	of	-	-	-	0	0	0	0000	0000	0000	0000	0000	0000	O
this	this	t	th	thi	this	-	s	is	his	this	-	0	0	0	0110	011000	0110000	0110000	0110000	0110000	O
was	was	w	wa	was	-	-	s	as	was	-	-	0	0	0	0111	011111	01111111	0111111101	01111111010	01111111010	O
to	to	t	to	-	-	-	o	to	-	-	-	0	0	0	0111	011110	011110	011110	011110	011110	O
give	give	g	gi	giv	give	-	e	ve	ive	give	-	0	0	0	0100	010010	01001010	0100101001	0100101001	0100101001	O
fields	fields	f	fi	fie	fiel	field	s	ds	lds	elds	ields	0	0	0	1110	111010	11101010	1110101011	11101010110	11101010110	O
in	in	i	in	-	-	-	n	in	-	-	-	0	0	0	0001	000101	0001010	0001010	0001010	0001010	O
the	the	t	th	the	-	-	e	he	the	-	-	0	0	0	1000	1000	1000	1000	1000	1000	O
format	format	f	fo	for	form	forma	t	at	mat	rmat	ormat	0	0	0	1110	111011	11101101	1110110111	111011011111	1110110111110	O
of	of	o	of	-	-	-	f	of	-	-	-	0	0	0	0000	0000	0000	0000	0000	0000	O
#URL	#url	#	#u	#ur	#url	-	l	rl	url	#url	-	0	0	0	1100	110011	11001110	11001110	11001110	11001110	O
of	of	o	of	-	-	-	f	of	-	-	-	0	0	0	0000	0000	0000	0000	0000	0000	O
time	time	t	ti	tim	time	-	e	me	ime	time	-	0	0	0	1110	111000	11100000	111000000	111000000	111000000	O
lapsed	lapsed	l	la	lap	laps	lapse	d	ed	sed	psed	apsed	0	0	0	1110	111000	11100010	1110001011	111000101110	111000101110	O

I	i	i	-	-	-	-	i	-	-	-	-	0	0	0	0111	011101	0111010	0111010	0111010	0111010	O
am	am	a	am	-	-	-	m	am	-	-	-	0	0	0	0111	011111	01111111	0111111100	0111111100	0111111100	O
trying	trying	t	tr	try	tryi	tryin	g	ng	ing	ying	rying	0	0	0	0101	010110	01011011	0101101100	0101101100	0101101100	O
to	to	t	to	-	-	-	o	to	-	-	-	0	0	0	0111	011110	011110	011110	011110	011110	O
figure	figure	f	fi	fig	figu	figur	e	re	ure	gure	igure	0	0	0	0101	010111	01011110	0101111011	010111101101	010111101101	O
out	out	o	ou	out	-	-	t	ut	out	-	-	0	0	0	0101	010111	01011111	0101111110	010111111000	010111111000	O
how	how	h	ho	how	-	-	w	ow	how	-	-	0	0	0	0110	011001	01100101	01100101	01100101	01100101	O
to	to	t	to	-	-	-	o	to	-	-	-	0	0	0	0111	011110	011110	011110	011110	011110	O
get	get	g	ge	get	-	-	t	et	get	-	-	0	0	0	0100	010011	01001101	0100110110	0100110110	0100110110	O
a	a	a	-	-	-	-	a	-	-	-	-	0	0	0	1010	1010	1010	1010	1010	1010	O
slice	slice	s	sl	sli	slic	slice	e	ce	ice	lice	slice	0	0	0	0101	010111	01011110	0101111000	010111100001	0101111000010	O
of	of	o	of	-	-	-	f	of	-	-	-	0	0	0	0000	0000	0000	0000	0000	0000	O
my	my	m	my	-	-	-	y	my	-	-	-	0	0	0	1001	10011	10011	10011	10011	10011	O
data	data	d	da	dat	data	-	a	ta	ata	data	-	0	0	0	1110	111001	11100100	11100100	11100100	11100100	O
but	but	b	bu	but	-	-	t	ut	but	-	-	0	0	0	0110	011011	01101111	0110111111	0110111111	0110111111	O
omitting	omitting	o	om	omi	omit	omitt	g	ng	ing	ting	tting	0	0	0	0101	010110	01011001	0101100101	01011001010	01011001010	O
some	some	s	so	som	some	-	e	me	ome	some	-	0	0	0	1011	101111	10111110	101111100	101111100	101111100	O
of	of	o	of	-	-	-	f	of	-	-	-	0	0	0	0000	0000	0000	0000	0000	0000	O
it	it	i	it	-	-	-	t	it	-	-	-	0	0	0	0110	011000	01100010	01100010	01100010	01100010	O
.	.	.	-	-	-	-	.	-	-	-	-	1	0	0	0011	001111	00111110	00111110	00111110	00111110	O

I	i	i	-	-	-	-	i	-	-	-	-	0	0	0	0111	011101	0111010	0111010	0111010	0111010	O
am	am	a	am	-	-	-	m	am	-	-	-	0	0	0	0111	011111	01111111	0111111100	0111111100	0111111100	O
using	using	u	us	usi	usin	using	g	ng	ing	sing	using	0	0	0	0101	010110	01011000	01011000	01011000	01011000	O
ipython	ipython	i	ip	ipy	ipyt	ipyth	n	on	hon	thon	ython	0	0	0	1111	111111	11111101	1111110111	11111101111	11111101111	O
and	and	a	an	and	-	-	d	nd	and	-	-	0	0	0	0011	001100	001100	001100	001100	001100	O
there	there	t	th	the	ther	there	e	re	ere	here	there	0	0	0	0110	011001	01100110	01100110	01100110	01100110	O
are	are	a	ar	are	-	-	e	re	are	-	-	0	0	0	0111	011111	01111111	0111111110	0111111110	0111111110	O
,	,	,	-	-	-	-	,	-	-	-	-	0	0	0	0011	001110	001110	001110	001110	001110	O
among	among	a	am	amo	amon	among	g	ng	ong	mong	among	0	0	0	0110	011011	01101110	0110111010	011011101010	0110111010100	O
others	others	o	ot	oth	othe	other	s	rs	ers	hers	thers	0	0	0	1110	111001	11100111	1110011110	111001111001	111001111001	O
,	,	,	-	-	-	-	,	-	-	-	-	0	0	0	0011	001110	001110	001110	001110	001110	O
two	two	t	tw	two	-	-	o	wo	two	-	-	0	0	0	1011	101100	10110000	10110000	10110000	10110000	O
columns	columns	c	co	col	colu	colum	s	ns	mns	umns	lumns	0	0	0	1110	111010	11101010	1110101011	11101010110	11101010110	O
in	in	i	in	-	-	-	n	in	-	-	-	0	0	0	0001	000101	0001010	0001010	0001010	0001010	O
my	my	m	my	-	-	-	y	my	-	-	-	0	0	0	1001	10011	10011	10011	10011	10011	O
data	data	d	da	dat	data	-	a	ta	ata	data	-	0	0	0	1110	111001	11100100	11100100	11100100	11100100	O
frame	frame	f	fr	fra	fram	frame	e	me	ame	rame	frame	0	0	0	1110	111011	11101100	111011000	111011000	111011000	O
called	called	c	ca	cal	call	calle	d	ed	led	lled	alled	0	0	0	0101	010110	01011010	0101101010	01011010100	01011010100	O
'	'	'	-	-	-	-	'	-	-	-	-	0	0	0	1101	110101	1101011	1101011	1101011	1101011	O
Start	start	s	st	sta	star	start	t	rt	art	tart	start	0	0	0	0101	010111	01011110	0101111001	010111100110	0101111001100	O
Time	time	t	ti	tim	time	-	e	me	ime	time	-	0	0	0	1110	111000	11100000	111000000	111000000	111000000	O
'	'	'	-	-	-	-	'	-	-	-	-	0	0	0	1101	110101	1101011	1101011	1101011	1101011	O
and	and	a	an	and	-	-	d	nd	and	-	-	0	0	0	0011	001100	001100	001100	001100	001100	O
'	'	'	-	-	-	-	'	-	-	-	-	0	0	0	1101	110101	1101011	1101011	1101011	1101011	O
End	end	e	en	end	-	-	d	nd	end	-	-	0	0	0	1111	111110	11111011	1111101101	1111101101	1111101101	O
Time	time	t	ti	tim	time	-	e	me	ime	time	-	0	0	0	1110	111000	11100000	111000000	111000000	111000000	O
'	'	'	-	-	-	-	'	-	-	-	-	0	0	0	1101	110101	1101011	1101011	1101011	1101011	O
.	.	.	-	-	-	-	.	-	-	-	-	1	0	0	0011	001111	00111110	00111110	00111110	00111110	O

All	all	a	al	all	-	-	l	ll	all	-	-	0	0	0	1011	101101	10110101	10110101	10110101	10110101	O
I	i	i	-	-	-	-	i	-	-	-	-	0	0	0	0111	011101	0111010	0111010	0111010	0111010	O
did	did	d	di	did	-	-	d	id	did	-	-	0	0	0	0100	010001	01000110	0100011010	0100011010	0100011010	O
was	was	w	wa	was	-	-	s	as	was	-	-	0	0	0	0111	011111	01111111	0111111101	01111111010	01111111010	O
use	use	u	us	use	-	-	e	se	use	-	-	0	0	0	0100	010011	01001110	01001110	01001110	01001110	O
the	the	t	th	the	-	-	e	he	the	-	-	0	0	0	1000	1000	1000	1000	1000	1000	O
command	command	c	co	com	comm	comma	d	nd	and	mand	mmand	0	0	0	1110	111011	11101101	1110110111	111011011111	1110110111111	O
I	i	i	-	-	-	-	i	-	-	-	-	0	0	0	0111	011101	0111010	0111010	0111010	0111010	O
wrote	wrote	w	wr	wro	wrot	wrote	e	te	ote	rote	wrote	0	0	0	0100	010001	01000111	0100011111	010001111111	010001111111	O
above	above	a	ab	abo	abov	above	e	ve	ove	bove	above	0	0	0	0101	010111	01011111	0101111101	010111110101	0101111101010	O
to	to	t	to	-	-	-	o	to	-	-	-	0	0	0	0111	011110	011110	011110	011110	011110	O
subtract	subtract	s	su	sub	subt	subtr	t	ct	act	ract	tract	0	0	0	0100	010011	01001100	0100110011	010011001110	010011001110	O
these	these	t	th	the	thes	these	e	se	ese	hese	these	0	0	0	1011	101101	10110100	10110100	10110100	10110100	O
two	two	t	tw	two	-	-	o	wo	two	-	-	0	0	0	1011	101100	10110000	10110000	10110000	10110000	O
columns	columns	c	co	col	colu	colum	s	ns	mns	umns	lumns	0	0	0	1110	111010	11101010	1110101011	11101010110	11101010110	O
and	and	a	an	and	-	-	d	nd	and	-	-	0	0	0	0011	001100	001100	001100	001100	001100	O
create	create	c	cr	cre	crea	creat	e	te	ate	eate	reate	0	0	0	0100	010011	01001101	0100110100	01001101000	01001101000	O
another	another	a	an	ano	anot	anoth	r	er	her	ther	other	0	0	0	1011	101110	10111011	101110110	101110110	101110110	O
which	which	w	wh	whi	whic	which	h	ch	ich	hich	which	0	0	0	0110	011001	01100111	011001111	011001111	011001111	O
has	has	h	ha	has	-	-	s	as	has	-	-	0	0	0	0111	011111	01111110	0111111010	01111110100	01111110100	O
the	the	t	th	the	-	-	e	he	the	-	-	0	0	0	1000	1000	1000	1000	1000	1000	O
correct	correct	c	co	cor	corr	corre	t	ct	ect	rect	rrect	0	0	0	1111	111101	11110110	1111011001	1111011001	1111011001	O
time	time	t	ti	tim	time	-	e	me	ime	time	-	0	0	0	1110	111000	11100000	111000000	111000000	111000000	O
lapse-I	lapse-i	l	la	lap	laps	lapse	i	-i	e-i	se-i	pse-i	0	0	0	null	null	null	null	null	null	O
will	will	w	wi	wil	will	-	l	ll	ill	will	-	0	0	0	0111	011111	01111101	0111110111	01111101110	01111101110	O
edit	edit	e	ed	edi	edit	-	t	it	dit	edit	-	0	0	0	1100	110011	11001101	110011011	110011011	110011011	O
my	my	m	my	-	-	-	y	my	-	-	-	0	0	0	1001	10011	10011	10011	10011	10011	O
